,Movie,Screen,Sales,Audience,장르,Rate,month,year,개봉일,감독,배우
513,GROW: 인피니트의 리얼 청춘 라이프,71,"189,774,200","23,926",드라마,전체관람가,12,2014,2014-12-04,김진수,"김성규,장동우,남우현,호야,이성열,엘,이성종"
515,고스트 메신저 극장판,81,"184,033,000","23,721",애니메이션,12세이상관람가,5,2014,2014-05-22,구봉회,"양정화,박성태,은정,정재헌,박지윤,김호성"
516,얼굴없는 보스,293,"199,801,000","23,711",액션,15세이상관람가,11,2019,2019-11-21,송창용,"천정명,진이한,이하율,곽희성,이시아,이호정,김도훈,김영재,최규환,이지훈,이무생,이호정,김강일,유수빈,박혜진,임용순,한사명,전운종,설창희,윤충,윤배영"
517,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",106,"702,023,500","22,938",공연,전체관람가,9,2020,2020-09-29,,김호중
518,히어로,179,"148,940,000","22,617",가족,전체관람가,10,2013,2013-10-08,김봉한,"오정세,박철민,정은표,신지수,배호근,백소미,서인한,송영훈,안성원,이용동,이현모,류현,황순영,문희경,손병호"
519,파워배틀 와치카: 와치가면의 역습,246,"153,909,000","22,110",애니메이션,전체관람가,6,2017,2017-06-01,"이영준,김래경","엄상현,전태열,정혜원"
520,터닝메카드W: 반다인의 비밀 특별판,168,"164,797,700","21,947",애니메이션,전체관람가,2,2018,2018-02-08,홍헌표,"소연,윤미나,이현진,이재현,이지현,이현진,신용우,정재헌,정혜원,조현정,김율"
521,히야,124,"173,844,100","21,687",드라마,12세이상관람가,3,2016,2016-03-10,김지연,"안보현,호야,박철민,강성미,강민아,최대철,정경호,기주봉,서정우,지청룡,이남희,이승재,이승준,이요한,이우탁,김경오,서현우,김호창,이장유,주광현"
522,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,91,"133,926,800","20,175",애니메이션,전체관람가,8,2014,2014-08-07,방형우,"양정화,안영미,김서영,이용신"
523,완전 소중한 사랑,66,"127,694,500","20,063",드라마,12세이상관람가,11,2013,2013-11-21,김진민,"심이영,임지규,공정환,윤봉길,유예일,최창엽,최창엽,우준석,엄수정,최희서,미람"
524,트와이스랜드,53,"153,765,000","18,252",다큐멘터리,전체관람가,12,2018,2018-12-07,,"나연,정연,모모,사나,지효,미나,다현,채영,쯔위"
525,이별계약,63,"127,495,500","17,797",멜로/로맨스,12세이상관람가,6,2013,2013-06-20,오기환,"펑위옌,백백하,장경부,오패자,최한기"
526,극장판 샤이닝스타:새로운 루나퀸의 탄생!,117,"129,098,700","15,785",애니메이션,전체관람가,7,2019,2019-07-18,"박일호,정지훈,이승호","정혜원,박리나,이지현,박리나,박리나,신용우,엄상현,엄상현,엄상현,김새해,김새해,김새해,김새해,김은아,김은아,김은아,김은아,홍소영,홍소영,이지현,이지현,이지현,이지현,조한아름,이명호,이명호"
527,핑크퐁 시네마 콘서트 : 우주대탐험,182,"118,488,500","15,229",애니메이션,전체관람가,1,2020,2020-01-30,변희선,"조경이,김서영,정재헌,김은아"
528,부활,83,"112,596,500","14,437",다큐멘터리,전체관람가,7,2020,,,
529,무수단,228,"112,188,400","14,386",미스터리,15세이상관람가,3,2016,2016-03-03,구모,"이지아,김민준,도지한,김동영,오종혁,박유환,정진,박종찬,정의진,최건,유승원,서현우,이언수,박태건"
530,닥터,163,"495,574,500","68,312",스릴러,청소년관람불가,6,2013,2013-06-20,"김성홍,김유정,배현지","김창완,배소은,최형,탁대성,하은설,반민정"
531,웃는남자 감독판,18,"172,341,000","13,087",공연,전체관람가,11,2019,,,
532,사랑하고 있습니까,295,"102,673,840","12,878",판타지,12세이상관람가,3,2020,2020-03-25,김정권,"김소은,성훈,김선웅,김소혜,판도,편보승,이정우,정용필,임재근,최지훈,신주연,김정화,손이슬,임진향,윤성우,김기현,정근채,알렉스,홍성숙,임준혁,신정윤,전미선"
533,꼭두각시,134,"227,941,500","31,713",공포(호러),청소년관람불가,6,2013,2013-06-20,권영락,"이종수,구지성,원기준"
535,타투,133,"99,263,100","12,103",스릴러,청소년관람불가,12,2015,2015-12-10,이서,"송일국,윤주희,권현상,서영,조혜인,조훈휘,최상민,허윤원,김수환,김은희,김지은,박범준,안지호,이은주,한제인,한기중,박지수,양도현"
537,이웃집 스타,256,"78,213,300","10,854",코미디,12세이상관람가,9,2017,2017-09-21,김성욱,"한채영,진지희,임슬옹,신상열,이현학,안지환,정인기"
538,제 7기사단,95,"80,160,964","10,710",액션,15세이상관람가,9,2015,2015-09-10,키리야 카즈아키,"클라이브 오웬,모건 프리먼,안성기,엑셀 헨니,최재현,장한별,장영주,김선웅,이상민,박재영,박상욱"
539,슈퍼레이서 엔지,126,"73,587,800","10,612",애니메이션,전체관람가,9,2015,2015-09-10,허선,"손무성,최대한,김재정"
540,폴라로이드,27,"65,317,000","10,094",드라마,전체관람가,7,2015,2015-07-16,주호성,"양범,조민서,윤주상,이한위,안병경,강이슬,김길수,김목현,김윤수,김응민,김정아,김태용,김현수,박찬효,서동기,유가영,장나라,정숙향,정윤지,정재연,주호성,차소정,최예원,한동헌,황서인,황서인"
541,신화 라이브 3D 더 레전드 컨티뉴스,29,"114,524,000","9,817",공연,전체관람가,12,2014,2014-12-11,손석,"문정혁,이민우,김동완,신혜성,전진,앤디"
542,아티스트 봉만대,131,"93,817,000","14,188",코미디,청소년관람불가,8,2013,2013-08-29,봉만대,"봉만대,곽현화,성은,이파니,류재영,이선호"
543,메이크 유어 무브,96,"73,741,600","9,368",멜로/로맨스,12세이상관람가,4,2014,2014-04-17,듀안 아들러,"보아,데릭 허프,웨슬리 조나단,윌 윤 리,정윤호"
544,세상끝의 사랑,97,"34,737,300","4,472",멜로/로맨스,청소년관람불가,11,2015,2015-11-12,김인식,"한은정,조동혁,공예지,오원빈,권오민,최자영,조규상,김성규,이찬규,이은향,유연수,김민희,김정훈,송희주,송영헌,박지연,서수석,정석용,이정민"
545,극장판 미니특공대: 햄버거괴물의 습격,413,"70,630,710","8,755",애니메이션,전체관람가,9,2020,,,
546,노트르담 드 파리,36,"107,289,500","8,350",뮤지컬,전체관람가,11,2017,,,
547,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,39,"90,752,500","8,038",공연,전체관람가,10,2013,2013-10-31,"손석,정치영",권지용
548,"의궤, 8일간의 축제 3D",16,"45,334,000","7,956",다큐멘터리,전체관람가,4,2014,2014-04-17,최필곤,"여진구,방중현,강나현,박호진,박호진,유승호,조현주,김인"
549,꾸루꾸루와 친구들: 무지개 나무의 비밀,103,"51,367,500","7,345",애니메이션,전체관람가,11,2015,2015-11-19,문제대,서유리
551,청춘 합창단 - 또 하나의 꿈,39,"44,711,400","6,489",다큐멘터리,전체관람가,6,2017,2017-06-15,"이혁종,안정민,안정민","김태원,안성기,박창수,이영현,이원규"
552,한 번도 안 해본 여자,66,"71,166,500","9,469",멜로/로맨스,청소년관람불가,1,2014,2014-01-16,안철호,"황우슬혜,사희,김진우,민성욱,강봉성,심재원,조순재,오세민,전재형,오정우,정환욱,이상희,이은지,이재은,이재호,이지형,이지형,김동길,김정미,김정호,김종석,김진숙,박미나,강봉성,박지환,오민석,김사희,이은지"
553,해적왕 작스톰,65,"45,905,800","5,916",애니메이션,전체관람가,7,2018,2018-07-25,필립 귀엔,"엄상현,이주창,정선혜,최석필,최낙윤,김영선,이지현,이지현"
554,서태지밴드 콘서트투어 '콰이어트나이트',6,"52,669,600","5,908",공연,전체관람가,11,2015,2015-11-26,서태지,서태지
555,스퀴시랜드,55,"38,111,300","5,473",애니메이션,전체관람가,6,2014,2014-06-04,김태익,"배정미,남도형,김선혜"
556,구세주: 리턴즈,124,"39,997,000","5,401",코미디,15세이상관람가,9,2017,2017-09-14,송창용,"최성국,김성경,이준혁,송재하,정이연,한보민,안창화,배진웅,권범택"
557,돌아와요 부산항애(愛),88,"38,622,300","5,163",범죄,15세이상관람가,1,2018,2018-01-17,박희준,"성훈,조한선,윤소이,공정환,박철민,손병호,박지일,박정학,이익준,공현주,신세휘,지민혁,김민철,이재용,김동현,이상수,백경수,신범식,김태영,안혜림,윤예희,박규태,박세준,정다현,정다훈,김필수,조한주,김민철,최지아,김성진,김영우"
558,연애의 기술,63,"64,882,000","8,913",멜로/로맨스,청소년관람불가,10,2013,2013-10-30,이수성,"홍수아,서지석,한수아,주아성,성지영,송윤아,오승진,이종우,이진솔,김명곤"
559,은밀하게 위대하게 (확장판),5,"34,327,500","4,738",액션,15세이상관람가,8,2013,2013-08-05,장철수,"김수현,박기웅,이현우,손현주"
560,청춘학당 : 풍기문란 보쌈 야사,57,"26,637,900","3,772",멜로/로맨스,청소년관람불가,3,2014,2014-03-27,도창훈,"이태리,배슬기,백봉기,박태건,임다슬,이민영,이상철,이원재,김봉수,차영남"
561,왕을 참하라,54,"32,469,800","4,237",드라마,청소년관람불가,3,2017,2017-03-16,김재수,"강연정,강윤,추석영,김학철,이영범,박희진,박정민,박지영,박현지,신재훈,최지유"
562,부산행:익스텐디드,88,"32,808,500","4,117",액션,15세이상관람가,7,2020,2020-07-01,연상호,"공유,정유미,마동석,김수안,최우식,안소희,김의성,예수정,박명신"
563,매지컬: 공주를 웃겨라,220,"31,582,870","4,050",애니메이션,전체관람가,9,2020,2020-09-17,정윤철,"박지윤,남도형,장광,박상훈,이봉준,김사라,원호섭,이명호,배정미,사성웅,백경훈,장민혁,박영재"
564,"1789, 바스티유의 연인들",35,"67,308,500","3,892",뮤지컬,전체관람가,9,2014,2014-09-18,정성복,"루이 들로르,록산느 르 텍시에,로드 자누와,카미유 루"
567,맛있는 택배,50,"31,122,000","6,276",멜로/로맨스,청소년관람불가,4,2015,2015-04-02,기대호,"송기준,윤원선,이성민,이예은,이원"
568,돈 맛,50,"8,439,000","1,733",멜로/로맨스,청소년관람불가,9,2016,2016-09-29,"홍수동,백수호","이은미,장현우"
569,제인의 썸머,43,"12,575,500","2,182",멜로/로맨스,청소년관람불가,6,2020,2020-06-18,송은주,"서나영,이해준,김하림,백승헌,김준원,김주령,안지현,성화연,김예별,왕조현,최두릅,김주아,박유나,김효선,박초은,안려진,이혜경,김유진,신예린,김혜수,박솔희,이아영,김연수,박은혜,곽서윤,장두경,황은혜,김효준,박성호,손연정,박다빈,김수연,김하란,오성현,김경섭,오명진,배재완,박전규,서영겸,선인호,염재민,김도준,박건률,김종민,윤정아,송은주"
570,공포체험단 곤지암편,10,"17,285,500","3,282",공포(호러),15세이상관람가,7,2019,2019-07-19,정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,유제윤"
571,무명인,51,"25,063,600","3,199",미스터리,15세이상관람가,5,2014,2014-05-29,김성수,"니시지마 히데토시,김효진,주영민,이경영,이경태,이동민,하승남,박동하,박병렬"
572,미친도시,4,"24,029,500","3,165",드라마,15세이상관람가,8,2018,2018-08-30,장태령,"한태일,이경영,김미영,강준,김무정,김미영,김민정,김주하,박소희,박인영,이지원,이현우,장태령,정아름,정아름,조준희,최진희,함천길"
573,리벤져,57,"22,088,100","3,028",액션,15세이상관람가,12,2018,2018-12-06,이승원,"브루스 칸,박희순,윤진서,김인권,박철민,김나연,김대현,김덕형,김원중,김원진,김재현,안갑용,양종곤,이도군,황인범,전수진,김대영"
574,광인옥한흠,18,"22,537,200","2,985",다큐멘터리,전체관람가,12,2017,2017-12-28,김상철,옥한흠
575,여배우는 너무해,42,"19,836,400","2,673",멜로/로맨스,청소년관람불가,2,2014,2014-02-27,유정환,"차예련,조현재,이현성,박현수,강현주,윤석원,이승훈,이재구,이종원,이종은,김범석,김영준,이엘,강신철"
576,런 보이 런,25,"20,893,740","2,956",드라마,15세이상관람가,5,2020,2020-05-28,오원재,"장동윤,서벽준,신 표,한이진,장명운,권소현"
577,공수도,79,"25,089,500","2,950",액션,15세이상관람가,4,2020,2020-04-09,채여준,"정다은,오승훈,손우현,신재승"
578,이티피 페스티벌 08X09 서태지,1,"26,632,000","2,764",공연,전체관람가,5,2013,2013-05-03,서태지,서태지
579,미스체인지,41,"23,494,500","3,344",코미디,청소년관람불가,9,2013,2013-09-05,정초신,"송재하,이수정,정은우,신유주,이주엽,주종휘"
580,슈퍼쇼 4 3D,26,"30,332,000","2,567",공연,전체관람가,8,2013,2013-08-08,유호진,슈퍼주니어
581,강철비2 : 정상회담 확장판,126,"10,964,500","2,498",드라마,15세이상관람가,9,2020,2020-09-30,양우석,"정우성,곽도원,유연석,앵거스 맥페이든"
582,열혈형사,121,"20,539,960","2,492",코미디,12세이상관람가,6,2020,2020-06-18,윤여창,"김인권,김승현,하주희,천이슬"
583,노리개: 그녀의 눈물,50,"18,961,950","2,237",드라마,15세이상관람가,6,2019,2019-06-13,최승호,"마동석,이승연,민지현,변요한,서태화,기주봉,박용수,황태광,이도아,김영아,최교식,서동훈"
584,아직 사랑하고 있습니까?,38,"8,863,340","1,180",코미디,청소년관람불가,12,2019,2019-12-04,신양중,"김인권,서태화,이나라,조성희,오윤수"
