,Movie,Screen,Sales,Audience,장르,Rate,month,year,개봉일,감독,배우
79,꾼,"1,314","31,313,568,795","4,018,341",범죄,15세이상관람가,11,2017,2017-11-22,장창원,"현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,이용희,이재남,이창호,김동철,황인범,차순배,염동헌,허성태,주석태,정민성,최홍일,김자영,류성현,유정호,손병욱,신정섭"
80,아수라,"1,278","20,576,226,662","2,594,028",범죄,청소년관람불가,9,2016,2016-09-28,김성수,"정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진,김수진,염동헌,차래형,현봉식,최병모,이육헌,임용순,유정호,곽진석,박혁민,황재필"
81,박수건달,599,"28,343,986,569","3,893,216",코미디,15세이상관람가,1,2013,2013-01-09,조진규,"박신양,김정태,엄지원,정혜영,김성균,최일화,최지호,김형범,장원종,이충재,장성진,장진,조용우,김에스라,현태환,박세진,서형찬,이덕화,정윤선,김홍파,이양희,정민성,김경룡,홍기준,김남순,설창희"
82,조선명탐정 : 사라진 놉의 딸,811,"30,456,879,428","3,872,015",사극,12세이상관람가,2,2015,2015-02-11,김석윤,"김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민,이정은,박수영,권범택"
83,역린,"1,054","29,893,297,890","3,849,433",사극,15세이상관람가,4,2014,2014-04-30,이재규,"현빈,정재영,조정석,한지민,조재현,박성웅,김성령,정은채,강민지,박지혜,석현,정성민,조정민,최용식,이상현,한대룡,이수봉,홍남희,김고운,이승주,이승주,이승훈,이언정,이용출,이용출,이정수,김기수,김나현,김도연,김두루,김현진,송영창,김대명,천보근,서이숙,성유빈,고보결,이성우,한성천,전국향,곽자형"
86,남한산성,"1,229","31,067,321,992","3,829,891",사극,15세이상관람가,10,2017,2017-10-03,황동혁,"이병헌,김윤석,박해일,고수,박희순,조우진,박주운,박지원,백동현,서병철,장정국,이정호,이호중,권효민,신희철,한창현,허성태,이장유,곽자형,강덕중,박지일,최희도,엄지만"
87,반도,"2,575","33,067,818,280","3,811,722",액션,15세이상관람가,7,2020,2020-07-15,연상호,"강동원,이정현,권해효,김민재,구교환,김도윤,이레,이예원,김규백,황영희,장소연,문우진,차시원,박종범,김태준,이승진,안현빈,고동형,김우현,오진호,박성현,윤영균,오문강,유동균,김민송,김시호,박세준,김철윤,강전영,신희철,조용환,손윤환,조석인,김희수,김성호,이세랑,김세동,채우식,황윤호,김정승,이한,김평조,장나라,박범석,허승,김원훈,최세인,조전범,이조풍,미석,장격수,유성주,박충환,원진호,용재화,김이연,김희,선우,이태경,황필성,장락천,한성수,김윤도,박종범,박수찬,김단비,고나영,박찰리,이한,김만호,황윤호,김한솔,정현옥,윤상원,성백인,박시연,배윤민,최성식,남상우,권용덕,하길현,이보영,문바롬,김진욱,이단,이태환,안재원,전아희,지성은,이재우,김현우,명승훈,김민환,김빛나래,민정은,조현수,현직,김평조,한철훈,노재훈,김정승,김온림,김희진,강춘성,유성재,김태환,유재연,이유진,김오복,김은해,이승진,이도헌,전한승,강준석,공민규,김기태,김통령,김찬욱,김승완,배성민,소윤호,오재세,오현근,임지한,진근호,최정현,곽한훈,한시원,김영조,김왕도,박은철,이웅규,정승욱,김성호,김예원"
88,암수살인,"1,177","32,855,895,548","3,772,620",범죄,15세이상관람가,10,2018,2018-10-03,김태균,"김윤석,주지훈,문정희,진선규,이재현,이윤재,김종수,김지성,이현주,임병우,김진혁,김학준,윤성원,박성현,박진수,박진영,권회수,허진,김영웅,김윤석,배해선,이봉련,정기섭,이유준,원현준,김미경,김미화,정종준,황재열"
89,국가부도의 날,"1,180","30,891,765,837","3,754,983",드라마,12세이상관람가,11,2018,2018-11-28,최국희,"김혜수,유아인,허준호,조우진,뱅상 카셀,이원희,이은주,손민석,손영진,이하윤,김진구,박경관,박재민,박재영,박정민,권훈,김기현,염혜란,최준영,조한철,한창현,엄효섭,장성범,동하,박진주,이양희,손성찬,전배수,백도겸,박경찬,정종열,양말복,한이진,김민상"
90,82년생 김지영,"1,486","30,305,744,310","3,679,019",드라마,12세이상관람가,10,2019,2019-10-23,김도영,"이시영,정유미,공유,김미경,공민정,박성연,이봉련,김성철,이얼,전국향,박세현,김미경,손성찬,강애심,김정영,예수정,염혜란,김해나,어성욱,권귀빈"
91,귀향,876,"27,245,051,990","3,586,523",드라마,15세이상관람가,2,2016,2016-02-24,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신,윤정로"
92,아가씨,"1,171","35,114,332,791","4,277,071",스릴러,청소년관람불가,6,2016,2016-06-01,박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재,김시은,안성봉,박기륭,원근희,정인겸"
93,끝까지 간다,645,"27,006,007,900","3,450,143",액션,15세이상관람가,5,2014,2014-05-29,김성훈,"이선균,조진웅,신정근,정만식,신동미,김동영,박보검,박진성,정하철,윤종현,이승준,이지훈,김보경,이영수,김재철,김진환,배유람,김강현,기주봉,장인섭,장준녕(장남부),김해곤,서현우,이준혁,주석태,김승훈,이장유,김그림,허정은"
95,스파이,785,"24,436,429,305","3,423,920",액션,15세이상관람가,9,2013,2013-09-05,이승준,"설경구,문소리,다니엘 헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진,김소진,차순배,서현우,이나라,박지연,정인기,한이진,양도현"
98,그것만이 내 세상,862,"27,441,213,382","3,417,629",코미디,12세이상관람가,1,2018,2018-01-17,최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리,이가경,이상준,박현주,이소정,이정호,이종승,이주영,이준석,안성봉,김현정,박상훈,박성훈,박소은,장혜리,정승환,박지연,박지훈,박지훈,조윤주,김동규,김민주,김유진,박지연,정윤하,오혜원,류제승,권귀빈,백현진,유정호,김서원,김병춘"
99,돈,"1,431","28,869,614,062","3,389,035",범죄,15세이상관람가,3,2019,2019-03-20,박누리,"류준열,유지태,조우진,원진아,박명신,이화룡,오희준,정기섭,차래형,김강현,유재명,이서환,정만식,임세미,한주완,서명찬,이무생,홍인,노상현,임천석,우지이,강우신,홍석찬,임교은,박용복,백명재,백정우,추판호,배재완,추국현,주제희,김일석,안문주,선인호,황혜진,현명석,노현욱,구혜연,권욱락,환현규,서아라,강이나,천세라,최별하,최예록,박아정,현정애,김운송,허철영,구효길,백승인,주동희,이태검,강덕중,남문철,동윤석,동현배,고해성,박상훈,곽진석,구본진,박성용,맹나현,박성현,박세정,권지훈,권혁성,서정우,김기정,선율우,박준혁,성승주,박준호,김대현,손영민,손우진,손종학,송승현,신재민,변진수,김민아,김민재,안현빈,유지수,오경민,오대환,육효명,김상욱,신나리,김세정,윤선혜,윤용석,윤용석,윤육,이정철,고재경,장영주,김재영,허지나,최영우,이지연,장훈,김혜련,김혜준,이지혜,황병국,이수련,조우진,김종수,이육헌,최현종,황정민,최정현,김시우,조정원,정도원,이가경,강동균,정민규,주보라,김지나,김지성,진선규,이도국,김진옥,최희진,이연우,김하영,김성강,정세아,김태한,김왕도,이민정,김윤영,김윤오,김찬이,이원찬,이현일,이유진,명재환,이윤경,이은석,정수용,김태빈,이이슬,박광진,김철민,윤채연,김진호,박소리,안지은,안태준,이호근,박현욱,최현종,전희련,오승훈,장규미,김현우,한성호,한수용,곽진석,장규미"
100,내부자들,"1,075","56,596,582,057","7,071,763",범죄,청소년관람불가,11,2015,2015-11-19,우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명,조경현,권태원,강신철,정민성,박성근,정종열,문광식,이문석"
102,시동,"1,515","28,098,934,360","3,317,038",드라마,15세이상관람가,12,2019,2019-12-18,최정열,"마동석,박정민,정해인,염정아,최성은,김종수,이해운,김자영,윤경호,고두심,김경덕,김민재,박해준,허준석,김미화,성혁,손석배,홍인,이수빈,방은정,조재영,김대곤,강덕중,박성일,백주희,류성현,권혁범,정의욱,유수빈,조대희,차우진,조한준,승의열,류제승,임성재,김원목,곽수정,이문석,정병두,서문호,강태수,박원준,이육헌,김시원,최현종,선율우,오재세"
103,아이 캔 스피크,"1,140","25,532,214,986","3,280,243",코미디,12세이상관람가,9,2017,2017-09-21,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이승민,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규"
104,마녀,"1,117","27,242,029,463","3,189,091",미스터리,15세이상관람가,6,2018,2018-06-27,박훈정,"김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주,고민시,권태원,현봉식,이기영,최현종,오미희,김병옥,이주원,곽진석"
105,탐정: 리턴즈,"1,041","26,865,721,678","3,148,038",코미디,15세이상관람가,6,2018,2018-06-13,이언희,"권상우,성동일,이광수,서영희,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,이상철,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권"
106,감기,806,"21,784,202,000","3,119,023",드라마,15세이상관람가,8,2013,2013-08-14,김성수,"장혁,수애,박민하,유해진,이희준,김기현,이상엽,박효주,박정민,최병모,마동석,차인표,정석원,나기찬(윤숭태),정재형,김남준,한승희,전상진,이영수,한정학,이학수,장슬기,김태준,박성철,박예슬,박진혁,박희권,유순철,나윤성,남문철,이윤희,설창희,최정현,김서원,양도현,이람"
107,스물,926,"23,558,988,686","3,044,134",코미디,15세이상관람가,3,2015,2015-03-25,이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영,서호철,박명신,양현민,허준석,한준우,백수희,차민지,정주연,홍완표,곽진석"
109,형,993,"23,113,768,293","2,979,659",코미디,12세이상관람가,11,2016,2016-11-23,권수경,"조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈,손산,김강현,권범택"
110,프리즌,"1,047","23,790,276,987","2,931,897",범죄,청소년관람불가,3,2017,2017-03-23,나현,"한석규,김래원,정웅인,조재윤,신성록,곽민호,박영준,임경욱,장한승,신영진,지동주,윤세현,천재성,이상민,이수민,이용직,이재수,이정수,이정훈,홍도성,김성종,연송하,이재균,차엽,서호철,현봉식,김승훈,배명진,전배수,홍기준,권혁범,최현종,임용순,박중금,유정호,한이진,엄지만"
111,공조,976,"23,918,185,757","2,957,330",액션,15세이상관람가,1,2017,2017-01-18,김성훈,"이재남,현빈,유해진,김주혁,장영남,이해영,임윤아,이동휘,박형수,서은지,신유철,공정환,김준한,신문성,엄효섭,홍인,임용순,엄지만,신현빈,김종태"
112,브이아이피,996,"10,956,621,835","1,373,316",범죄,청소년관람불가,8,2017,2017-08-23,박훈정,"강소백,장동건,김명민,박희순,이종석,임보라,박재웅,박준서,박준호,신수정,안세진,조청원,지성훈,최상재,최우진,이상민,이윤하,이주원,김대현,오대환,이서준,현봉식,이정혁,유재명,최현종,임용순,곽진석,박혁민"
113,가장 보통의 연애,"1,073","24,822,316,930","2,917,213",멜로/로맨스,15세이상관람가,10,2019,2019-10-02,김한결,"김래원,공효진,강기영,정웅인,장소연,주민경,오동민,이채은,손영순,손성찬,차엽,윤경호,정혜린"
114,극비수사,894,"22,389,535,897","2,860,786",드라마,15세이상관람가,6,2015,2015-06-18,곽경택,"김윤석,유해진,송영창,장영남,정호빈,이준혁,이종일,장성훈,정규용,정기용,백승호,이효제,최원,송승현,신유경,양중경,유주영,홍명기,이석현,이소영,이승준,이윤희,이인규,주영호,박효주,이재용,남문철,황성준,조민준,장지건,현봉식,김태훈,천명재,이언수"
115,표적,665,"22,256,359,300","2,841,788",액션,15세이상관람가,4,2014,2014-04-30,창,"류승룡,유준상,이진욱,김성령,조여정,조은지,진구,강구현,배정현,서동필,임일규,정순태,홍성민,김동준,김대명,김영재,이현욱,장준녕(장남부),변상윤"
116,너의 결혼식,962,"23,670,604,369","2,820,029",멜로/로맨스,12세이상관람가,8,2018,2018-08-22,이석근,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강,이동석,이재상,서남윤,김준수,김지훈,김태환,김학준,김한슬,박규태,박성준,정난희,박종범,박주희,정유진,정주호,조영웅,김건중,홍근택,홍진기,김민석,김영훈,김성준,강희중,배해선,조성희,신희철,김현숙,안민영,전배수,윤경호,강덕중,유희제,하준,김성준"
